month;date;team1;runs1;team2;runs2
July;6;Marlins;3;Cardinals;4
July;6;Brewers;11;Cubs;2
July;6;Reds;6;Rockies;3
July;6;Pirates;6;Phillies;3
July;6;Braves;5;Nationals;2
July;6;Astros;4;Blue Jays;7
July;6;Red Sox;1;Rays;4
July;6;Padres;2;Indians;11
July;6;Orioles;4;Twins;6
July;6;D-backs;4;Dodgers;5
July;6;Athletics;7;Mariners;4
July;7;Pirates;1;Cubs;6
July;7;Padres;4;Phillies;3
July;7;Braves;4;Nationals;5
July;7;Brewers;9;Yankees;4
July;7;Astros;12;Blue Jays;2
July;7;Red Sox;8;Rays;3
July;7;Tigers;2;Indians;11
July;7;Angels;0;Rangers;10
July;7;Orioles;6;Twins;9
July;7;Mets;6;Cardinals;5
July;7;White Sox;4;Rockies;12
July;7;Reds;3;D-backs;6
July;7;Royals;1;Dodgers;4
July;7;Athletics;2;Mariners;7
July;7;Marlins;6;Giants;1
July;8;Brewers;3;Yankees;5
July;8;Astros;2;Blue Jays;7
July;8;Orioles;5;Twins;1
July;8;Braves;13;Nationals;0
July;8;Padres;2;Phillies;1
July;8;Red Sox;0;Rays;1
July;8;Mets;1;Cardinals;4
July;8;Tigers;0;Indians;4
July;8;Royals;4;Dodgers;5
July;8;Pirates;4;Cubs;2
July;8;Angels;2;Rangers;5
July;8;White Sox;5;Rockies;4
July;8;Marlins;5;Giants;4
July;8;Reds;7;D-backs;0
July;8;Athletics;4;Mariners;3
July;9;Brewers;5;Yankees;3
July;9;Astros;19;Blue Jays;1
July;9;Red Sox;3;Rays;5
July;9;Pirates;14;Cubs;3
July;9;Braves;5;Nationals;10
July;9;Padres;1;Phillies;7
July;9;Orioles;11;Twins;5
July;9;Mets;0;Cardinals;6
July;9;Angels;3;Rangers;0
July;9;White Sox;0;Rockies;10
July;9;Marlins;10;Giants;8
July;9;Reds;2;D-backs;1
July;9;Royals;2;Dodgers;5
July;9;Athletics;0;Mariners;4
July;9;Tigers;5;Indians;3
July;14;Cubs;9;Orioles;8
July;14;Cardinals;2;Pirates;5
July;14;Rockies;2;Mets;14
July;14;Dodgers;6;Marlins;4
July;14;Yankees;4;Red Sox;5
July;14;Blue Jays;7;Tigers;2
July;14;Nationals;5;Reds;0
July;14;D-backs;3;Braves;4
July;14;Twins;5;Astros;10
July;14;Phillies;6;Brewers;9
July;14;Mariners;4;White Sox;2
July;14;Rangers;5;Royals;3
July;14;Indians;0;Athletics;5
July;14;Rays;2;Angels;1
July;14;Giants;5;Padres;4
July;15;Yankees;4;Red Sox;1
July;15;Blue Jays;1;Tigers;11
July;15;Cubs;10;Orioles;3
July;15;Cardinals;4;Pirates;0
July;15;D-backs;5;Braves;8
July;15;Rockies;3;Mets;9
July;15;Dodgers;7;Marlins;1
July;15;Twins;4;Astros;2
July;15;Phillies;2;Brewers;3
July;15;Mariners;4;White Sox;3
July;15;Nationals;10;Reds;7
July;15;Rangers;1;Royals;0
July;15;Giants;3;Padres;5
July;15;Indians;3;Athletics;5
July;15;Rays;6;Angels;3
July;16;Yankees;3;Red Sox;0
July;16;Yankees;0;Red Sox;3
July;16;Rockies;13;Mets;4
July;16;Dodgers;3;Marlins;2
July;16;Blue Jays;5;Tigers;6
July;16;Nationals;14;Reds;4
July;16;D-backs;1;Braves;7
July;16;Cubs;8;Orioles;0
July;16;Cardinals;3;Pirates;4
July;16;Twins;3;Astros;5
July;16;Phillies;5;Brewers;2
July;16;Mariners;7;White Sox;6
July;16;Rangers;3;Royals;4
July;16;Rays;3;Angels;4
July;16;Indians;3;Athletics;7
July;16;Giants;1;Padres;7
July;17;Nationals;6;Reds;1
July;17;Brewers;2;Pirates;4
July;17;Rangers;1;Orioles;3
July;17;Phillies;5;Marlins;6
July;17;Cardinals;6;Mets;3
July;17;Blue Jays;4;Red Sox;3
July;17;Cubs;4;Braves;3
July;17;Yankees;2;Twins;4
July;17;Mariners;9;Astros;7
July;17;Tigers;10;Royals;2
July;17;Padres;6;Rockies;9
July;17;Rays;3;Athletics;2
July;17;Indians;5;Giants;3
July;18;Brewers;3;Pirates;4
July;18;Rangers;1;Orioles;12
July;18;D-backs;11;Reds;2
July;18;Phillies;5;Marlins;2
July;18;Cardinals;5;Mets;0
July;18;Blue Jays;4;Red Sox;5
July;18;Cubs;5;Braves;1
July;18;Dodgers;1;White Sox;0
July;18;Yankees;6;Twins;3
July;18;Mariners;2;Astros;6
July;18;Tigers;9;Royals;3
July;18;Padres;7;Rockies;9
July;18;Rays;4;Athletics;3
July;18;Nationals;4;Angels;3
July;18;Indians;1;Giants;2
July;19;Cubs;8;Braves;2
July;19;Phillies;10;Marlins;3
July;19;Yankees;1;Twins;6
July;19;Mariners;4;Astros;1
July;19;Padres;4;Rockies;18
July;19;Rays;2;Athletics;7
July;19;Indians;4;Giants;5
July;19;Brewers;2;Pirates;3
July;19;Rangers;2;Orioles;10
July;19;D-backs;3;Reds;4
July;19;Cardinals;3;Mets;7
July;19;Blue Jays;1;Red Sox;5
July;19;Dodgers;9;White Sox;1
July;19;Tigers;3;Royals;4
July;19;Nationals;0;Angels;7
July;20;Cardinals;2;Mets;3
July;20;D-backs;12;Reds;2
July;20;Brewers;2;Pirates;4
July;20;Blue Jays;8;Red Sox;6
July;20;Rangers;7;Orioles;9
July;20;Tigers;4;Royals;16
July;20;Braves;6;Dodgers;3
July;20;Yankees;4;Mariners;1
July;20;Padres;5;Giants;2
July;21;Cardinals;11;Cubs;4
July;21;Astros;8;Orioles;7
July;21;Brewers;1;Phillies;6
July;21;Marlins;3;Reds;1
July;21;Athletics;5;Mets;7
July;21;Rangers;4;Rays;3
July;21;Blue Jays;3;Indians;13
July;21;Tigers;6;Twins;3
July;21;White Sox;6;Royals;7
July;21;Pirates;13;Rockies;5
July;21;Nationals;5;D-backs;6
July;21;Red Sox;6;Angels;2
July;21;Braves;12;Dodgers;3
July;21;Yankees;5;Mariners;1
July;21;Padres;12;Giants;9
July;22;Padres;4;Giants;5
July;22;Cardinals;2;Cubs;3
July;22;Astros;8;Orioles;4
July;22;Brewers;9;Phillies;8
July;22;Tigers;5;Twins;6
July;22;Marlins;5;Reds;4
July;22;Athletics;5;Mets;6
July;22;Rangers;4;Rays;3
July;22;Blue Jays;1;Indians;2
July;22;White Sox;2;Royals;7
July;22;Pirates;3;Rockies;7
July;22;Nationals;4;D-backs;3
July;22;Red Sox;3;Angels;7
July;22;Braves;2;Dodgers;6
July;22;Yankees;5;Mariners;6
July;23;Marlins;3;Reds;6
July;23;Athletics;3;Mets;2
July;23;Rangers;6;Rays;5
July;23;Blue Jays;1;Indians;8
July;23;Astros;7;Orioles;9
July;23;Brewers;3;Phillies;6
July;23;Tigers;9;Twins;6
July;23;White Sox;4;Royals;5
July;23;Pirates;3;Rockies;13
July;23;Red Sox;2;Angels;3
July;23;Padres;5;Giants;2
July;23;Braves;4;Dodgers;5
July;23;Yankees;6;Mariners;4
July;23;Nationals;6;D-backs;2
July;23;Cardinals;3;Cubs;5
July;24;White Sox;3;Cubs;1
July;24;Astros;13;Phillies;4
July;24;Athletics;2;Blue Jays;4
July;24;Orioles;5;Rays;0
July;24;Reds;2;Indians;6
July;24;Royals;5;Tigers;3
July;24;Marlins;4;Rangers;0
July;24;Rockies;2;Cardinals;8
July;24;Braves;2;D-backs;10
July;24;Red Sox;0;Mariners;4
July;24;Twins;4;Dodgers;6
July;24;Mets;5;Padres;3
July;24;Pirates;10;Giants;3
July;25;White Sox;2;Cubs;7
July;25;Reds;2;Yankees;4
July;25;Astros;5;Phillies;0
July;25;Brewers;8;Nationals;0
July;25;Athletics;1;Blue Jays;4
July;25;Orioles;4;Rays;5
July;25;Royals;3;Tigers;1
July;25;Angels;7;Indians;11
July;25;Marlins;4;Rangers;10
July;25;Rockies;2;Cardinals;3
July;25;Braves;8;D-backs;3
July;25;Red Sox;5;Mariners;6
July;25;Twins;2;Dodgers;6
July;25;Mets;6;Padres;5
July;25;Pirates;3;Giants;11
July;26;Orioles;1;Rays;5
July;26;Reds;5;Yankees;9
July;26;Braves;3;D-backs;10
July;26;Red Sox;4;Mariners;0
July;26;Pirates;1;Giants;2
July;26;Astros;0;Phillies;9
July;26;Brewers;5;Nationals;8
July;26;Athletics;2;Blue Jays;3
July;26;Royals;16;Tigers;2
July;26;Angels;4;Indians;10
July;26;Marlins;22;Rangers;10
July;26;Cubs;8;White Sox;3
July;26;Rockies;5;Cardinals;10
July;26;Twins;5;Dodgers;6
July;26;Mets;3;Padres;6
July;27;Brewers;2;Nationals;15
July;27;Angels;1;Indians;2
July;27;Athletics;4;Blue Jays;8
July;27;Rays;5;Yankees;6
July;27;Reds;1;Marlins;4
July;27;D-backs;4;Cardinals;0
July;27;Cubs;6;White Sox;3
July;27;Mets;5;Padres;7
July;28;Braves;3;Phillies;10
July;28;Rays;1;Yankees;6
July;28;Angels;7;Blue Jays;2
July;28;Reds;4;Marlins;7
July;28;Astros;6;Tigers;5
July;28;Royals;4;Red Sox;2
July;28;Orioles;2;Rangers;8
July;28;Cubs;1;Brewers;2
July;28;Indians;9;White Sox;3
July;28;D-backs;0;Cardinals;1
July;28;Twins;6;Athletics;3
July;28;Mets;7;Mariners;5
July;28;Pirates;2;Padres;3
July;28;Giants;4;Dodgers;6
July;29;Rays;4;Yankees;5
July;29;Angels;6;Blue Jays;5
July;29;Giants;1;Dodgers;2
July;29;Mets;2;Mariners;3
July;29;Astros;3;Tigers;5
July;29;Braves;3;Phillies;4
July;29;Rockies;4;Nationals;2
July;29;Cubs;2;Brewers;1
July;29;Reds;3;Marlins;7
July;29;Indians;5;White Sox;4
July;29;Royals;8;Red Sox;9
July;29;D-backs;7;Cardinals;1
July;29;Orioles;4;Rangers;0
July;29;Pirates;2;Padres;4
July;29;Twins;4;Athletics;5
July;30;Rays;5;Yankees;3
July;30;Angels;10;Blue Jays;11
July;30;Reds;6;Marlins;4
July;30;Astros;1;Tigers;13
July;30;Braves;1;Phillies;2
July;30;Rockies;10;Nationals;6
July;30;Rockies;1;Nationals;3
July;30;Royals;5;Red Sox;3
July;30;Cubs;4;Brewers;2
July;30;Indians;1;White Sox;3
July;30;D-backs;2;Cardinals;3
July;30;Orioles;10;Rangers;6
July;30;Twins;5;Athletics;6
July;30;Mets;1;Mariners;9
July;30;Pirates;7;Padres;1
July;30;Giants;2;Dodgers;3
July;31;Braves;6;Phillies;7
July;31;Tigers;3;Yankees;7
July;31;Royals;1;Orioles;2
July;31;Indians;2;Red Sox;6
July;31;Nationals;1;Marlins;0
July;31;Mariners;6;Rangers;4
July;31;Rays;7;Astros;14
July;31;Blue Jays;6;White Sox;7
July;31;Giants;5;Athletics;8
August;1;Reds;9;Pirates;1
August;1;Tigers;4;Yankees;3
August;1;Royals;2;Orioles;7
August;1;Indians;10;Red Sox;12
August;1;Nationals;6;Marlins;7
August;1;Dodgers;3;Braves;2
August;1;Cardinals;2;Brewers;3
August;1;D-backs;4;Cubs;16
August;1;Mariners;8;Rangers;7
August;1;Rays;6;Astros;4
August;1;Blue Jays;8;White Sox;4
August;1;Mets;4;Rockies;5
August;1;Giants;10;Athletics;4
August;1;Phillies;1;Angels;7
August;1;Twins;0;Padres;3
August;2;Tigers;2;Yankees;0
August;2;Blue Jays;5;White Sox;1
August;2;Twins;5;Padres;2
August;2;Reds;5;Pirates;2
August;2;Royals;0;Orioles;6
August;2;Nationals;0;Marlins;7
August;2;Dodgers;3;Braves;5
August;2;D-backs;3;Cubs;0
August;2;Mariners;1;Rangers;5
August;2;Cardinals;5;Brewers;4
August;2;Rays;3;Astros;0
August;2;Mets;10;Rockies;5
August;2;Phillies;0;Angels;7
August;2;Athletics;6;Giants;1
August;3;Cardinals;1;Brewers;2
August;3;D-backs;10;Cubs;8
August;3;Mets;4;Rockies;5
August;3;Reds;0;Pirates;6
August;3;Tigers;7;Orioles;5
August;3;White Sox;5;Red Sox;9
August;3;Yankees;1;Indians;5
August;3;Dodgers;7;Braves;4
August;3;Rays;5;Astros;3
August;3;Rangers;4;Twins;1
August;3;Mariners;4;Royals;6
August;3;Phillies;4;Angels;5
August;3;Athletics;2;Giants;11
August;4;Nationals;4;Cubs;2
August;4;Cardinals;2;Reds;3
August;4;Tigers;5;Orioles;2
August;4;Padres;6;Pirates;10
August;4;White Sox;2;Red Sox;3
August;4;Dodgers;6;Mets;0
August;4;Brewers;2;Rays;0
August;4;Yankees;2;Indians;7
August;4;Marlins;3;Braves;5
August;4;Rangers;4;Twins;8
August;4;Blue Jays;7;Astros;16
August;4;Mariners;5;Royals;2
August;4;Phillies;3;Rockies;4
August;4;Athletics;6;Angels;8
August;4;D-backs;2;Giants;1
August;5;Nationals;4;Cubs;7
August;5;Dodgers;7;Mets;4
August;5;Brewers;3;Rays;0
August;5;Tigers;2;Orioles;5
August;5;Padres;5;Pirates;2
August;5;White Sox;1;Red Sox;4
August;5;Marlins;2;Braves;7
August;5;Yankees;2;Indians;1
August;5;Cardinals;4;Reds;1
August;5;Rangers;4;Twins;1
August;5;Blue Jays;4;Astros;3
August;5;Phillies;5;Rockies;8
August;5;D-backs;4;Giants;5
August;5;Athletics;5;Angels;0
August;6;Brewers;1;Rays;2
August;6;Yankees;8;Indians;1
August;6;Cardinals;13;Reds;4
August;6;White Sox;3;Red Sox;6
August;6;Tigers;3;Orioles;12
August;6;Marlins;4;Braves;1
August;6;Padres;4;Pirates;5
August;6;Rangers;5;Twins;6
August;6;Blue Jays;6;Astros;7
August;6;Mariners;8;Royals;7
August;6;Mariners;1;Royals;9
August;6;Nationals;9;Cubs;4
August;6;Phillies;3;Rockies;2
August;6;Athletics;11;Angels;10
August;6;D-backs;3;Giants;6
August;6;Dodgers;8;Mets;0
August;7;Tigers;0;Pirates;3
August;7;Marlins;2;Nationals;3
August;7;Padres;3;Reds;11
August;7;Brewers;4;Twins;5
August;7;Cardinals;11;Royals;3
August;7;Orioles;6;Angels;2
August;7;Cubs;5;Giants;3
August;8;Tigers;3;Pirates;6
August;8;Marlins;7;Nationals;3
August;8;Yankees;2;Blue Jays;4
August;8;Red Sox;2;Rays;0
August;8;Rockies;1;Indians;4
August;8;Padres;7;Reds;3
August;8;Rangers;4;Mets;5
August;8;Phillies;5;Braves;2
August;8;Astros;5;White Sox;8
August;8;Brewers;4;Twins;11
August;8;Cardinals;10;Royals;3
August;8;Dodgers;3;D-backs;6
August;8;Mariners;7;Athletics;6
August;8;Orioles;2;Angels;3
August;8;Cubs;3;Giants;6
August;9;Rockies;3;Indians;2
August;9;Rangers;5;Mets;1
August;9;Mariners;6;Athletics;3
August;9;Orioles;1;Angels;5
August;9;Cubs;1;Giants;3
August;9;Marlins;1;Nationals;10
August;9;Yankees;11;Blue Jays;5
August;9;Red Sox;8;Rays;2
August;9;Pirates;0;Tigers;10
August;9;Padres;3;Reds;8
August;9;Phillies;3;Braves;2
August;9;Astros;1;White Sox;7
August;9;Twins;4;Brewers;0
August;9;Royals;5;Cardinals;8
August;9;Dodgers;3;D-backs;2
August;10;Padres;3;Reds;10
August;10;Pirates;7;Tigers;5
August;10;Marlins;2;Nationals;3
August;10;Mets;10;Phillies;0
August;10;Yankees;0;Blue Jays;4
August;10;Indians;1;Rays;4
August;10;Royals;6;Cardinals;8
August;10;Astros;2;White Sox;3
August;10;Twins;7;Brewers;2
August;10;Dodgers;8;D-backs;6
August;10;Orioles;7;Athletics;2
August;10;Angels;6;Mariners;3
August;11;Red Sox;4;Yankees;5
August;11;Mets;7;Phillies;6
August;11;Pirates;4;Blue Jays;2
August;11;Indians;5;Rays;0
August;11;Rockies;3;Marlins;6
August;11;Twins;9;Tigers;4
August;11;Astros;4;Rangers;6
August;11;Reds;11;Brewers;10
August;11;Royals;3;White Sox;6
August;11;Braves;5;Cardinals;8
August;11;Cubs;8;D-backs;3
August;11;Orioles;4;Athletics;5
August;11;Angels;6;Mariners;5
August;11;Padres;4;Dodgers;3
August;12;Pirates;2;Blue Jays;7
August;12;Red Sox;10;Yankees;5
August;12;Indians;3;Rays;0
August;12;Twins;11;Tigers;12
August;12;Mets;1;Phillies;3
August;12;Giants;1;Nationals;3
August;12;Reds;5;Brewers;6
August;12;Rockies;3;Marlins;4
August;12;Royals;5;White Sox;4
August;12;Braves;5;Cardinals;6
August;12;Astros;3;Rangers;8
August;12;Cubs;2;D-backs;6
August;12;Orioles;12;Athletics;5
August;12;Angels;6;Mariners;3
August;12;Padres;3;Dodgers;6
August;13;Giants;4;Nationals;2
August;13;Giants;2;Nationals;6
August;13;Pirates;1;Blue Jays;7
August;13;Indians;4;Rays;3
August;13;Rockies;3;Marlins;5
August;13;Twins;6;Tigers;4
August;13;Mets;6;Phillies;2
August;13;Reds;4;Brewers;7
August;13;Royals;14;White Sox;6
August;13;Braves;6;Cardinals;3
August;13;Astros;2;Rangers;1
August;13;Orioles;3;Athletics;9
August;13;Cubs;7;D-backs;2
August;13;Angels;4;Mariners;2
August;13;Padres;4;Dodgers;6
August;13;Red Sox;3;Yankees;2
August;14;Indians;7;Red Sox;3
August;14;Mets;2;Yankees;4
August;14;Rays;1;Blue Jays;2
August;14;Giants;3;Marlins;8
August;14;Reds;5;Cubs;15
August;14;Tigers;2;Rangers;6
August;14;Braves;0;Rockies;3
August;14;Astros;0;D-backs;2
August;14;Royals;6;Athletics;2
August;14;Orioles;11;Mariners;3
August;14;Phillies;4;Padres;7
August;15;Astros;9;D-backs;4
August;15;Angels;1;Nationals;3
August;15;Mets;4;Yankees;5
August;15;Rays;6;Blue Jays;4
August;15;Giants;9;Marlins;4
August;15;Cardinals;4;Red Sox;10
August;15;Pirates;1;Brewers;3
August;15;Reds;2;Cubs;1
August;15;Tigers;4;Rangers;10
August;15;Indians;8;Twins;1
August;15;Braves;4;Rockies;3
August;15;Royals;8;Athletics;10
August;15;Orioles;1;Mariners;3
August;15;White Sox;1;Dodgers;6
August;15;Phillies;4;Padres;8
August;16;Angels;3;Nationals;2
August;16;Giants;1;Marlins;8
August;16;Pirates;6;Brewers;7
August;16;Royals;7;Athletics;6
August;16;Orioles;6;Mariners;7
August;16;Phillies;0;Padres;3
August;16;Rays;2;Blue Jays;3
August;16;Yankees;5;Mets;3
August;16;Cardinals;4;Red Sox;5
August;16;Reds;6;Cubs;7
August;16;Tigers;6;Rangers;12
August;16;D-backs;5;Astros;9
August;16;Braves;2;Rockies;17
August;16;White Sox;4;Dodgers;5
August;17;Indians;9;Twins;3
August;17;Indians;2;Twins;4
August;17;D-backs;4;Astros;0
August;17;Reds;13;Cubs;10
August;17;Braves;10;Rockies;4
August;17;Rays;3;Blue Jays;5
August;17;Cardinals;11;Pirates;7
August;17;Yankees;7;Mets;5
August;17;White Sox;8;Rangers;9
August;17;Nationals;2;Padres;1
August;17;Phillies;4;Giants;5
August;18;Blue Jays;4;Cubs;7
August;18;Angels;7;Orioles;9
August;18;Cardinals;11;Pirates;10
August;18;Dodgers;8;Tigers;5
August;18;Marlins;3;Mets;1
August;18;Yankees;6;Red Sox;9
August;18;Mariners;7;Rays;1
August;18;Reds;5;Braves;3
August;18;White Sox;4;Rangers;3
August;18;D-backs;3;Twins;10
August;18;Athletics;1;Astros;3
August;18;Indians;10;Royals;1
August;18;Brewers;4;Rockies;8
August;18;Nationals;7;Padres;1
August;18;Phillies;2;Giants;10
August;19;Blue Jays;3;Cubs;4
August;19;Dodgers;3;Tigers;0
August;19;Cardinals;4;Pirates;6
August;19;Mariners;7;Rays;6
August;19;Angels;5;Orioles;1
August;19;D-backs;0;Twins;5
August;19;Reds;11;Braves;8
August;19;Marlins;1;Mets;8
August;19;Yankees;4;Red Sox;3
August;19;Athletics;0;Astros;3
August;19;Indians;5;Royals;0
August;19;White Sox;7;Rangers;17
August;19;Brewers;6;Rockies;3
August;19;Nationals;1;Padres;3
August;19;Phillies;12;Giants;9
August;20;Dodgers;1;Tigers;6
August;20;Marlins;6;Mets;4
August;20;Mariners;0;Rays;3
August;20;Yankees;1;Red Sox;5
August;20;Reds;1;Braves;8
August;20;Angels;5;Orioles;4
August;20;D-backs;5;Twins;12
August;20;Athletics;3;Astros;2
August;20;Indians;4;Royals;7
August;20;Blue Jays;5;Cubs;6
August;20;White Sox;3;Rangers;2
August;20;Brewers;8;Rockies;4
August;20;Phillies;5;Giants;2
August;20;Nationals;4;Padres;1
August;20;Cardinals;3;Pirates;6
August;21;Twins;6;White Sox;7
August;21;Twins;10;White Sox;2
August;21;Dodgers;6;Pirates;5
August;21;Athletics;3;Orioles;7
August;21;D-backs;3;Mets;2
August;21;Red Sox;4;Indians;5
August;21;Mariners;6;Braves;5
August;21;Rangers;5;Angels;3
August;21;Brewers;0;Giants;2
August;22;Marlins;12;Phillies;8
August;22;Marlins;7;Phillies;4
August;22;Dodgers;8;Pirates;5
August;22;Athletics;6;Orioles;4
August;22;D-backs;7;Mets;4
August;22;Red Sox;9;Indians;1
August;22;Cubs;13;Reds;9
August;22;Yankees;13;Tigers;4
August;22;Blue Jays;5;Rays;6
August;22;Mariners;0;Braves;4
August;22;Twins;4;White Sox;1
August;22;Nationals;4;Astros;3
August;22;Rockies;2;Royals;3
August;22;Padres;12;Cardinals;4
August;22;Rangers;1;Angels;10
August;22;Brewers;4;Giants;3
August;23;Athletics;7;Orioles;8
August;23;Brewers;2;Giants;4
August;23;Dodgers;0;Pirates;1
August;23;Marlins;0;Phillies;8
August;23;D-backs;2;Mets;4
August;23;Red Sox;6;Indians;1
